ID,cfd1,cfd2,cfd3,cfd4,cfd_final
ENST00000361390,0.00466607260973912,0.00466607260973912,0.00466607260973912,0.00466607260973912,0.00466607260973912
ENST00000361453,0.012178784570333051,0.012178784570333051,0.012178784570333051,0.012178784570333051,0.012178784570333051
ENST00000361624,0.0012493106434467174,0.0012493106434467174,0.0012493106434467174,0.0012493106434467174,0.0012493106434467174
ENST00000361739,2.6992427885861073e-05,2.6992427885861073e-05,2.6992427885861073e-05,2.6992427885861073e-05,2.6992427885861073e-05
ENST00000361851,3.2553890971186515e-06,3.2553890971186515e-06,3.2553890971186515e-06,3.2553890971186515e-06,3.2553890971186515e-06
ENST00000361899,0.017082352888875628,0.017082352888875628,0.017082352888875628,0.017082352888875628,0.017082352888875628
ENST00000362079,0.022222222000000003,0.022222222000000003,0.022222222000000003,0.022222222000000003,0.022222222000000003
ENST00000361227,0.00022742294738174612,0.00022742294738174612,0.00022742294738174612,0.00022742294738174612,0.00022742294738174612
ENST00000361335,0.0,0.0,0.0,0.0,0.0
ENST00000361381,0.0,0.0,0.0,0.0,0.0
ENST00000361567,0.0,0.0,0.0,0.0,0.0
ENST00000361681,0.0,0.0,0.0,0.0,0.0
ENST00000361789,0.25925925899999996,0.25925925899999996,0.25925925899999996,0.026819923380587477,0.026819923380587477
ENST00000618686,6.5097809306149146e-06,6.5097809306149146e-06,6.5097809306149146e-06,6.5097809306149146e-06,6.5097809306149146e-06
ENST00000612640,8.219730483817134e-06,8.219730483817134e-06,8.219730483817134e-06,8.219730483817134e-06,8.219730483817134e-06
ENST00000616049,0.0,0.0,0.0,0.0,0.0
ENST00000621424,1.010274234873855e-05,1.010274234873855e-05,1.010274234873855e-05,1.010274234873855e-05,1.010274234873855e-05
ENST00000613204,9.961672907210601e-06,9.961672907210601e-06,9.961672907210601e-06,9.961672907210601e-06,9.961672907210601e-06
ENST00000617983,6.642206495287197e-06,6.642206495287197e-06,6.642206495287197e-06,6.642206495287197e-06,6.642206495287197e-06
ENST00000612465,0.0,0.0,0.0,0.0,0.0
ENST00000613230,5.840526230963981e-07,5.840526230963981e-07,5.840526230963981e-07,5.840526230963981e-07,5.840526230963981e-07
ENST00000400754,0.0,0.0,0.0,0.0,0.0
ENST00000612919,4.0073886218069545e-05,4.0073886218069545e-05,4.0073886218069545e-05,4.0073886218069545e-05,4.0073886218069545e-05
ENST00000619792,6.642206495287197e-06,6.642206495287197e-06,6.642206495287197e-06,6.642206495287197e-06,6.642206495287197e-06
ENST00000601199,4.710877140047693e-05,4.710877140047693e-05,4.710877140047693e-05,4.710877140047693e-05,4.710877140047693e-05
ENST00000612315,0.03340466618508274,0.03340466618508274,0.0,0.0,0.0
ENST00000612848,0.000608437314119362,0.000608437314119362,0.000608437314119362,0.000608437314119362,0.000608437314119362
ENST00000612565,0.0,0.0,0.0,0.0,0.0
ENST00000618003,0.04560634169883624,0.04560634169883624,0.0,0.0,0.0
ENST00000619729,0.08677685941363637,0.08677685941363637,0.0,0.0,0.0
ENST00000616638,0.0,0.0,0.0,0.0,0.0
ENST00000613216,0.0010198701516889288,0.0010198701516889288,0.0010198701516889288,0.0010198701516889288,0.0010198701516889288
